site_id,lat,lon,altitude_m,ghi_kwh_m2_yr,slope_deg,area_ha,capacity_mw,grid_km,road_km,land_eur_ha,substation,substation_capacity_mw,annual_mwh,lifetime_mwh,capex_eur,capex_eur_per_kw,lcoe_proxy
S174,32.4015,55.3064,1065.0,1978.8,12.19,53.8,33.0,49.84,26.31,7452.0,7,50.0,56811.0,1335067.0,23832111.0,722.2,17.85
S175,31.1291,53.667,1556.0,2105.3,2.35,106.7,66.0,19.6,59.48,6037.0,4,80.0,120886.0,2840829.0,45296211.0,686.3,15.94
S176,31.9933,54.3258,1614.0,2089.6,1.61,113.1,70.0,53.02,89.43,5141.0,7,50.0,127257.0,2990531.0,50795814.0,725.7,16.99
S177,32.0826,53.6731,1712.0,2024.1,3.21,119.7,74.0,47.28,138.36,5081.0,8,20.0,130312.0,3062322.0,55372750.0,748.3,18.08
S178,31.8313,55.515,1481.0,2048.2,3.49,43.7,27.0,77.92,34.14,5675.0,7,50.0,48112.0,1130637.0,20199506.0,748.1,17.87
S179,33.1316,54.2697,1228.0,1918.6,4.66,86.9,54.0,51.82,97.49,3901.0,0,50.0,90136.0,2118192.0,40461113.0,749.3,19.1
S180,32.4266,53.8898,1621.0,1983.4,0.85,164.4,102.0,6.42,109.81,7783.0,8,20.0,176007.0,4136163.0,69768035.0,684.0,16.87
S181,32.5844,56.0753,1495.0,2015.3,2.35,81.3,50.0,101.1,45.45,5268.0,2,30.0,87666.0,2060140.0,37450463.0,749.0,18.18
S182,31.4793,54.9625,1192.0,2065.4,2.07,40.6,25.0,82.92,49.37,5179.0,7,50.0,44922.0,1055678.0,19475785.0,779.0,18.45
S183,33.079,53.8639,1713.0,1894.3,2.86,30.6,19.0,48.36,128.24,5131.0,6,20.0,31313.0,735850.0,18118577.0,953.6,24.62
S184,31.7227,53.4811,926.0,2007.8,6.19,76.3,47.0,75.36,102.21,1800.0,3,30.0,82099.0,1929325.0,36754706.0,782.0,19.05
S185,32.7477,54.643,1431.0,1920.7,4.54,176.5,110.0,61.38,46.96,4050.0,0,50.0,183811.0,4319558.0,76877679.0,698.9,17.8
S186,31.7586,52.9382,1767.0,2057.7,0.61,55.6,34.0,97.9,102.36,2770.0,4,80.0,60867.0,1430369.0,28159513.0,828.2,19.69
S187,30.7345,55.0893,1237.0,2100.4,1.99,107.0,66.0,113.09,35.74,6974.0,1,50.0,120605.0,2834217.0,49179614.0,745.1,17.35
S188,31.2096,54.5536,1625.0,2115.3,0.63,106.4,66.0,45.63,56.22,3058.0,3,30.0,121461.0,2854322.0,46015935.0,697.2,16.12
S189,31.2155,54.5282,1382.0,2080.2,5.04,137.8,86.0,43.14,58.72,6832.0,3,30.0,155641.0,3657553.0,60250009.0,700.6,16.47
S190,31.2787,54.0389,976.0,2061.5,2.16,45.9,28.0,3.92,98.45,9307.0,3,30.0,50218.0,1180126.0,22095400.0,789.1,18.72
S191,31.1793,54.7974,1186.0,2105.0,6.97,84.1,52.0,69.06,33.32,9463.0,3,30.0,95230.0,2237910.0,37761890.0,726.2,16.87
S192,33.2533,54.7848,1900.0,1922.5,0.78,98.7,61.0,3.63,56.47,10015.0,0,50.0,102027.0,2397636.0,41421927.0,679.0,17.28
S193,32.1477,55.1545,1436.0,2015.6,5.65,115.3,72.0,32.02,41.15,8007.0,7,50.0,126257.0,2967044.0,49679610.0,690.0,16.74
S194,32.9604,53.9415,1062.0,1860.4,2.94,120.4,75.0,47.32,115.75,5100.0,6,20.0,121391.0,2852691.0,55063485.0,734.2,19.3
S195,32.6904,55.1982,1472.0,1941.2,6.31,56.5,35.0,63.41,24.21,9059.0,7,50.0,59110.0,1389074.0,25279979.0,722.3,18.2
S196,32.269,53.1262,1156.0,2002.5,2.09,265.4,120.0,66.57,157.43,1896.0,6,20.0,209061.0,4912934.0,88109870.0,734.2,17.93
S197,30.8242,54.3298,1809.0,2141.7,2.52,104.5,65.0,55.7,79.26,5266.0,3,30.0,121113.0,2846159.0,47240717.0,726.8,16.6
S198,32.5786,54.1155,1572.0,1958.7,3.4,96.1,60.0,26.58,88.53,5694.0,8,20.0,102244.0,2402737.0,43005197.0,716.8,17.9
S199,32.81,54.9486,1926.0,2001.5,1.52,123.1,76.0,54.66,35.02,9274.0,0,50.0,132339.0,3109971.0,53140218.0,699.2,17.09
S200,31.5318,53.155,1185.0,2083.4,3.7,86.8,54.0,65.64,75.49,4143.0,4,80.0,97878.0,2300136.0,40064659.0,741.9,17.42
S201,30.8912,54.663,1535.0,2136.4,1.21,174.3,108.0,70.16,46.87,4696.0,3,30.0,200736.0,4717299.0,75846817.0,702.3,16.08
S202,31.6744,55.3029,1814.0,2057.9,1.18,54.7,34.0,75.26,38.51,3802.0,7,50.0,60873.0,1430508.0,24959459.0,734.1,17.45
S203,32.851,53.2027,954.0,1888.1,2.73,48.2,30.0,26.6,177.61,4740.0,6,20.0,49279.0,1158066.0,27029283.0,901.0,23.34
S204,31.0232,56.0391,1821.0,2159.2,4.67,66.3,41.0,27.32,68.56,7994.0,1,50.0,77019.0,1809939.0,29980847.0,731.2,16.56
S205,33.0434,55.8227,1975.0,1954.2,3.43,168.6,105.0,45.13,48.97,4313.0,2,30.0,178516.0,4195130.0,72102276.0,686.7,17.19
S206,31.117,54.9802,1111.0,2104.5,13.35,143.6,89.0,87.44,14.65,11134.0,3,30.0,162951.0,3829359.0,65187045.0,732.4,17.02
S207,31.6978,55.2429,1863.0,2076.8,2.85,60.4,37.0,69.84,44.73,3376.0,7,50.0,66852.0,1571027.0,27191055.0,734.9,17.31
S208,31.6315,55.0478,2191.0,2089.8,1.41,48.3,30.0,68.3,61.07,3811.0,7,50.0,54544.0,1281779.0,23008566.0,767.0,17.95
S209,31.1679,52.8124,1107.0,2032.5,1.66,101.1,63.0,67.77,46.42,4350.0,4,80.0,111401.0,2617931.0,44931284.0,713.2,17.16
S210,32.0502,53.6053,1300.0,2055.8,3.08,51.0,31.0,53.17,140.46,3491.0,8,20.0,55445.0,1302956.0,26721458.0,862.0,20.51
S211,31.4172,53.0044,1728.0,2125.0,4.21,124.0,77.0,64.67,63.89,3034.0,4,80.0,142354.0,3345313.0,55153723.0,716.3,16.49
S212,31.8108,56.0124,1239.0,2061.2,4.17,65.6,41.0,61.55,41.4,5104.0,1,50.0,73523.0,1727791.0,29709898.0,724.6,17.2
S213,31.26,55.4954,1330.0,2102.0,2.43,109.9,68.0,57.77,38.17,6836.0,1,50.0,124354.0,2922327.0,47818135.0,703.2,16.36
S214,32.1975,53.3905,1819.0,1936.1,3.44,75.5,47.0,53.89,151.47,6861.0,8,20.0,79167.0,1860428.0,38229789.0,813.4,20.55
S215,30.6913,55.7098,1350.0,2114.0,3.72,62.5,39.0,60.43,69.63,3879.0,5,80.0,71728.0,1685608.0,29395544.0,753.7,17.44
S216,31.4811,55.0364,1284.0,2028.9,3.9,90.4,56.0,84.1,47.97,5997.0,7,50.0,98848.0,2322928.0,41267037.0,736.9,17.77
S217,32.6508,54.1311,1663.0,1965.6,2.2,32.5,20.0,31.99,88.12,6225.0,8,20.0,34201.0,803734.0,16866196.0,843.3,20.98
S218,31.573,55.0107,1179.0,2041.0,1.49,83.9,52.0,73.6,58.45,2717.0,7,50.0,92335.0,2169869.0,38020418.0,731.2,17.52
S219,31.8187,55.6892,1406.0,2047.2,5.64,92.6,57.0,73.21,28.59,7283.0,1,50.0,101521.0,2385735.0,40936248.0,718.2,17.16
S220,32.1138,54.7044,1059.0,2004.9,2.04,206.0,120.0,15.95,54.93,8259.0,7,50.0,209312.0,4918822.0,80256294.0,668.8,16.32
S221,32.6372,56.1157,1212.0,1953.3,3.12,155.1,96.0,97.93,51.2,4479.0,2,30.0,163140.0,3833781.0,70132395.0,730.5,18.29
S222,32.5684,54.7828,1031.0,1941.0,1.41,92.7,57.0,39.42,26.48,10297.0,7,50.0,96254.0,2261973.0,39275842.0,689.0,17.36
S223,33.1985,53.5285,1306.0,1907.2,2.87,48.4,30.0,45.77,162.03,4476.0,6,20.0,49778.0,1169781.0,26817761.0,893.9,22.93
S224,33.0614,54.102,1397.0,1893.9,4.8,133.6,83.0,65.67,108.35,2278.0,6,20.0,136759.0,3213825.0,61144197.0,736.7,19.03
S225,32.8284,53.2869,1363.0,1966.5,7.35,161.6,100.0,18.35,169.4,7457.0,6,20.0,171086.0,4020509.0,72816901.0,728.2,18.11
S226,30.6207,54.0678,1231.0,2173.0,4.93,81.1,50.0,69.98,93.06,4926.0,4,80.0,94526.0,2221349.0,38394664.0,767.9,17.28
S227,32.8101,54.7593,1645.0,1923.3,1.06,81.3,50.0,52.87,43.57,7182.0,0,50.0,83664.0,1966093.0,35552617.0,711.1,18.08
S228,32.3462,55.2633,1207.0,1929.9,6.19,89.8,56.0,43.8,26.51,9758.0,7,50.0,94025.0,2209581.0,39125500.0,698.7,17.71
S229,32.5009,53.3189,1721.0,2025.1,4.15,157.1,98.0,35.33,162.92,7040.0,6,20.0,172660.0,4057511.0,71998964.0,734.7,17.74
S230,31.9606,54.3959,1167.0,1950.6,1.98,51.1,31.0,49.29,86.99,2860.0,7,50.0,52608.0,1236281.0,24300559.0,783.9,19.66
S231,31.7928,55.3349,1899.0,2046.9,1.98,122.7,76.0,67.32,42.11,3833.0,7,50.0,135341.0,3180514.0,53567855.0,704.8,16.84
S232,31.933,53.161,1558.0,2036.9,0.3,85.1,53.0,89.31,120.1,2224.0,8,20.0,93921.0,2207154.0,41808593.0,788.8,18.94
S233,31.1328,53.347,1675.0,2155.6,3.22,44.4,27.0,19.32,37.21,10072.0,4,80.0,50635.0,1189924.0,19282959.0,714.2,16.21
S234,30.9877,54.0243,1048.0,2076.0,2.7,76.9,48.0,32.64,86.38,6026.0,3,30.0,86694.0,2037303.0,35261321.0,734.6,17.31
S235,32.2966,53.2497,1792.0,2005.5,1.43,163.5,102.0,58.78,160.89,1800.0,6,20.0,177968.0,4182250.0,75179714.0,737.1,17.98
S236,31.1474,54.87,1394.0,2118.6,2.41,54.5,34.0,76.48,25.57,7866.0,3,30.0,62668.0,1472702.0,24729700.0,727.3,16.79
S237,31.6089,54.6411,976.0,2016.3,6.15,112.7,70.0,64.74,76.33,3533.0,3,30.0,122793.0,2885628.0,51163058.0,730.9,17.73
S238,32.4035,54.4371,1449.0,1933.4,1.93,76.9,48.0,41.92,59.25,5375.0,7,50.0,80739.0,1897361.0,34365650.0,716.0,18.11
S239,31.3011,56.3186,1326.0,2089.8,2.27,109.8,68.0,20.92,66.52,6771.0,1,50.0,123633.0,2905365.0,47030715.0,691.6,16.19
S240,32.9238,53.3104,1793.0,1998.8,0.79,102.1,63.0,21.64,169.74,6644.0,6,20.0,109554.0,2574524.0,48002988.0,762.0,18.65
S241,31.4365,56.3987,1370.0,2065.1,2.67,149.9,93.0,34.07,68.86,5385.0,1,50.0,167087.0,3926550.0,64190819.0,690.2,16.35
S242,32.7831,55.9597,1811.0,1937.7,3.62,41.5,25.0,76.53,65.52,5422.0,2,30.0,42145.0,990407.0,20100413.0,804.0,20.3
S243,32.5922,56.2783,1195.0,1972.2,4.64,57.6,35.0,110.71,48.84,6732.0,2,30.0,60053.0,1411257.0,27396906.0,782.8,19.41
S244,33.191,56.3698,1379.0,1961.3,3.16,203.0,120.0,78.52,102.04,6210.0,2,30.0,204760.0,4811853.0,87845622.0,732.0,18.26
S245,32.2189,54.9341,1543.0,2044.3,2.57,133.4,83.0,10.38,34.17,13540.0,7,50.0,147619.0,3469044.0,55682677.0,670.9,16.05
S246,32.0128,56.1234,1756.0,2040.4,3.19,63.5,39.0,83.42,18.28,8136.0,1,50.0,69231.0,1626923.0,28182427.0,722.6,17.32
S247,31.0458,54.8086,1037.0,2095.7,1.29,94.3,58.0,73.93,29.3,6657.0,3,30.0,105749.0,2485102.0,41271437.0,711.6,16.61
S248,32.29,55.3083,1598.0,1951.6,8.24,30.5,19.0,46.3,33.91,7957.0,7,50.0,32260.0,758109.0,14360086.0,755.8,18.94
S249,32.7665,55.2514,1363.0,1933.2,4.51,95.3,59.0,71.57,25.05,5237.0,0,50.0,99231.0,2331932.0,41810668.0,708.7,17.93
S250,32.618,56.122,1865.0,1926.3,0.89,79.7,49.0,100.06,49.08,6485.0,2,30.0,82118.0,1929777.0,36845742.0,752.0,19.09
S251,31.3812,55.3091,1240.0,2107.5,0.82,131.8,82.0,76.57,40.65,7025.0,1,50.0,150349.0,3533203.0,58468110.0,713.0,16.55
S252,32.7607,55.8794,2060.0,1933.6,3.32,118.5,74.0,75.43,59.57,2866.0,2,30.0,124485.0,2925401.0,53431617.0,722.0,18.26
S253,33.0693,53.5936,1128.0,1935.8,1.82,84.8,53.0,32.98,150.27,5006.0,6,20.0,89260.0,2097604.0,41099109.0,775.5,19.59
S254,32.6782,55.025,1186.0,1946.1,1.24,191.9,119.0,54.8,19.11,8950.0,7,50.0,201480.0,4734774.0,81600623.0,685.7,17.23
S255,32.7179,56.3322,1726.0,1963.5,1.83,198.6,120.0,103.39,63.7,3188.0,2,30.0,204989.0,4817251.0,87704261.0,730.9,18.21
S256,31.2937,54.9767,1150.0,2103.9,3.33,147.4,92.0,85.21,29.66,8059.0,3,30.0,168396.0,3957310.0,66032508.0,717.7,16.69
S257,31.9349,56.1011,1335.0,2008.0,5.35,70.4,43.0,74.74,26.91,9369.0,1,50.0,75119.0,1765303.0,31290150.0,727.7,17.73
S258,33.0684,54.2148,1724.0,1894.7,0.87,115.7,72.0,59.18,100.32,3878.0,0,50.0,118684.0,2789074.0,52716501.0,732.2,18.9
S259,31.7482,55.0767,1963.0,2056.5,4.74,187.8,117.0,57.19,61.41,5790.0,7,50.0,209331.0,4919282.0,82229882.0,702.8,16.72
S260,32.6262,53.7794,1692.0,2033.3,1.16,73.4,45.0,18.07,120.36,5809.0,8,20.0,79604.0,1870687.0,34091448.0,757.6,18.22
S261,31.5842,53.1409,1419.0,2038.4,0.14,180.8,112.0,71.37,81.29,5446.0,4,80.0,198622.0,4667610.0,80096436.0,715.1,17.16
S262,33.2541,54.616,1925.0,1936.7,1.6,73.2,45.0,17.06,70.39,7246.0,0,50.0,75822.0,1781812.0,32089993.0,713.1,18.01
S263,32.3294,53.6645,1220.0,2029.0,1.38,115.6,72.0,24.57,132.14,7702.0,8,20.0,127097.0,2986769.0,52604154.0,730.6,17.61
S264,31.9084,53.0287,1988.0,2051.4,0.84,31.9,19.0,100.52,117.75,4489.0,8,20.0,33910.0,796877.0,18381548.0,967.4,23.07
S265,30.9994,54.6874,1440.0,2079.3,3.91,106.2,66.0,65.53,41.3,6346.0,3,30.0,119393.0,2805745.0,47076217.0,713.3,16.78
S266,31.8639,56.2787,1490.0,2015.7,4.14,81.0,50.0,68.89,38.27,4370.0,1,50.0,87683.0,2060549.0,35948170.0,719.0,17.45
S267,31.4443,53.9153,1845.0,2087.2,5.07,99.7,62.0,24.29,99.35,7077.0,3,30.0,112584.0,2645714.0,44948734.0,725.0,16.99
S268,32.0098,55.6292,1638.0,1957.6,2.58,48.8,30.0,79.23,48.91,4391.0,7,50.0,51093.0,1200694.0,22834713.0,761.2,19.02
S269,30.9748,56.3455,1439.0,2170.2,8.49,73.4,45.0,18.73,90.39,6342.0,5,80.0,84963.0,1996638.0,33373278.0,741.6,16.71
S270,30.8468,53.322,1163.0,2103.2,3.47,128.6,80.0,26.07,18.1,11891.0,4,80.0,146383.0,3439994.0,53918671.0,674.0,15.67
S271,31.9685,55.2773,1824.0,2078.3,3.46,138.2,86.0,50.79,59.58,5043.0,7,50.0,155498.0,3654213.0,60357758.0,701.8,16.52
S272,31.1509,56.3533,1618.0,2043.8,2.04,40.0,24.0,26.84,78.0,8310.0,1,50.0,42675.0,1002852.0,19061837.0,794.2,19.01
S273,32.4054,53.146,1212.0,2005.0,2.93,128.9,80.0,52.78,172.6,3994.0,6,20.0,139548.0,3279378.0,60997379.0,762.5,18.6
S274,31.9827,54.2268,1668.0,2006.5,0.93,56.2,35.0,61.91,97.47,5208.0,7,50.0,61098.0,1435801.0,27823770.0,795.0,19.38
S275,31.3477,54.9588,1381.0,2019.4,2.25,96.4,60.0,83.83,35.81,7392.0,3,30.0,105413.0,2477198.0,43535603.0,725.6,17.57
S276,32.1571,55.7212,1670.0,2029.0,2.7,62.6,39.0,84.7,36.61,5577.0,7,50.0,68844.0,1617833.0,28795999.0,738.4,17.8
S277,31.4401,55.6577,1467.0,2096.7,8.73,79.1,49.0,46.66,13.81,12885.0,1,50.0,89382.0,2100485.0,34382835.0,701.7,16.37
S278,32.2096,55.3244,1279.0,1993.4,5.7,150.8,94.0,47.1,41.69,5264.0,7,50.0,163020.0,3830976.0,65055073.0,692.1,16.98
S279,32.5898,53.0835,1832.0,1948.8,6.59,76.0,47.0,43.03,185.12,2123.0,6,20.0,79686.0,1872631.0,39102976.0,832.0,20.88
S280,31.8864,54.2698,1721.0,2023.9,3.35,90.8,56.0,63.77,101.29,4483.0,7,50.0,98604.0,2317204.0,42438730.0,757.8,18.31
S281,31.7615,55.7742,1351.0,2069.8,2.72,32.1,20.0,63.62,23.69,5679.0,1,50.0,36015.0,846341.0,14648628.0,732.4,17.31
S282,31.8292,53.2669,1621.0,2081.9,1.31,50.7,31.0,91.12,109.28,4812.0,8,20.0,56149.0,1319498.0,26315894.0,848.9,19.94
S283,31.3111,55.7529,1965.0,2093.3,0.88,63.9,39.0,33.71,28.54,13516.0,1,50.0,71026.0,1669103.0,27317575.0,700.5,16.37
S284,31.8102,56.3007,1503.0,2060.5,2.65,159.5,99.0,63.69,44.56,3496.0,1,50.0,177471.0,4170565.0,69107681.0,698.1,16.57
S285,32.8098,54.8941,973.0,1947.8,0.34,353.7,120.0,53.58,36.79,7239.0,0,50.0,203350.0,4778733.0,83579862.0,696.5,17.49
S286,33.1257,55.0291,1817.0,1926.1,2.56,37.4,23.0,27.98,29.67,11335.0,0,50.0,38541.0,905720.0,16517406.0,718.1,18.24
S287,33.0212,55.2258,1190.0,1891.9,2.81,142.9,89.0,49.6,7.99,11314.0,0,50.0,146490.0,3442511.0,60938213.0,684.7,17.7
S288,30.7704,54.4711,1419.0,2139.3,4.75,60.6,37.0,67.56,69.19,1838.0,3,30.0,68864.0,1618306.0,28161982.0,761.1,17.4
S289,32.8039,55.18,1244.0,1986.1,8.27,55.2,34.0,64.34,23.4,7715.0,0,50.0,58749.0,1380598.0,24602676.0,723.6,17.82
S290,30.9561,55.3893,1748.0,2127.3,2.13,42.0,26.0,76.04,28.27,7300.0,1,50.0,48120.0,1130809.0,19236332.0,739.9,17.01
S291,32.4815,53.2894,1205.0,1994.4,2.04,65.4,40.0,38.49,165.73,4590.0,6,20.0,69405.0,1631020.0,33380054.0,834.5,20.47
S292,30.8109,53.6026,1548.0,2148.8,0.65,75.7,47.0,25.31,45.13,8625.0,4,80.0,87864.0,2064814.0,32660535.0,694.9,15.82
S293,31.4531,55.6598,1115.0,2104.3,3.96,151.4,94.0,47.12,12.34,12308.0,1,50.0,172090.0,4044107.0,64656298.0,687.8,15.99
S294,31.9146,54.6684,1769.0,2009.8,8.13,99.9,62.0,36.54,75.44,9893.0,7,50.0,108409.0,2547602.0,45094752.0,727.3,17.7
S295,32.8307,55.1127,1037.0,1879.0,2.9,103.8,64.0,58.47,24.83,7209.0,0,50.0,104623.0,2458634.0,44659097.0,697.8,18.16
S296,31.4081,55.0011,1999.0,2169.3,2.24,20.0,12.0,88.66,40.74,3606.0,3,30.0,22647.0,532216.0,10092034.0,841.0,18.96
S297,32.1749,56.1725,1779.0,2018.3,3.45,89.9,56.0,101.64,5.94,8809.0,1,50.0,98332.0,2310792.0,40481184.0,722.9,17.52
S298,31.2174,53.3496,1190.0,2086.8,4.81,128.0,79.0,26.19,45.48,10875.0,4,80.0,143426.0,3370505.0,54446973.0,689.2,16.15
S299,31.7425,53.5944,1133.0,2004.3,4.51,59.0,36.0,69.26,108.19,1800.0,3,30.0,62775.0,1475205.0,29150423.0,809.7,19.76
S300,30.6218,53.6282,1953.0,2151.6,2.77,88.9,55.0,46.08,53.91,4722.0,4,80.0,102954.0,2419420.0,38981745.0,708.8,16.11
S301,32.2096,56.1548,1727.0,2007.4,3.84,114.9,71.0,105.4,5.62,9419.0,1,50.0,123997.0,2913932.0,51570663.0,726.3,17.7
S302,32.202,53.9895,1100.0,1975.9,1.61,147.4,92.0,33.07,105.83,5247.0,8,20.0,158151.0,3716549.0,64846145.0,704.8,17.45
S303,32.389,53.5099,1351.0,2021.7,1.42,53.5,33.0,34.16,145.71,7678.0,8,20.0,58043.0,1364011.0,27937818.0,846.6,20.48
S304,30.9822,54.5354,1147.0,2125.2,1.59,71.2,44.0,54.34,55.92,4261.0,3,30.0,81353.0,1911787.0,31898414.0,725.0,16.69
S305,32.4823,53.1712,1301.0,1945.0,0.38,61.3,38.0,44.58,176.81,5285.0,6,20.0,64302.0,1511090.0,32652280.0,859.3,21.61
S306,31.5991,54.8103,1410.0,2067.3,7.63,136.8,85.0,68.56,67.1,2275.0,7,50.0,152877.0,3592606.0,61315346.0,721.4,17.07
S307,33.0503,56.0406,2124.0,1913.7,1.7,124.8,78.0,58.24,69.24,5400.0,2,30.0,129864.0,3051797.0,55677592.0,713.8,18.24
S308,30.9416,54.3231,1927.0,2138.7,2.16,79.5,49.0,43.9,76.62,4515.0,3,30.0,91173.0,2142560.0,35788308.0,730.4,16.7
S309,31.9239,54.5557,1879.0,2063.0,8.86,91.0,56.0,41.11,80.26,6222.0,7,50.0,100509.0,2361970.0,41172239.0,735.2,17.43
S310,30.6116,54.1976,1425.0,2212.8,8.66,54.7,34.0,74.86,100.61,2037.0,3,30.0,65455.0,1538184.0,27829269.0,818.5,18.09
S311,31.5108,54.7018,1676.0,2075.6,2.98,50.0,31.0,64.46,64.16,4701.0,3,30.0,55979.0,1315505.0,23842364.0,769.1,18.12
S312,31.5337,55.508,1151.0,2054.1,1.29,128.1,80.0,64.02,17.28,9076.0,1,50.0,142965.0,3359686.0,55632884.0,695.4,16.56
S313,30.658,55.1413,1553.0,2167.9,3.29,124.9,78.0,113.73,44.22,3890.0,1,50.0,147114.0,3457172.0,57994533.0,743.5,16.78
S314,32.185,53.2119,1439.0,1998.7,5.93,202.2,120.0,68.92,148.29,1800.0,8,20.0,208664.0,4903611.0,88474872.0,737.3,18.04
S315,30.7326,54.6976,1113.0,2139.8,1.19,155.5,97.0,84.44,53.66,4184.0,3,30.0,180578.0,4243576.0,69600436.0,717.5,16.4
S316,33.2078,54.5305,1210.0,1928.8,4.82,232.3,120.0,26.12,75.89,6785.0,0,50.0,201367.0,4732118.0,82447048.0,687.1,17.42
S317,32.3195,52.8298,2004.0,2039.8,0.67,92.6,57.0,80.08,165.56,2224.0,6,20.0,101154.0,2377112.0,46115195.0,809.0,19.4
S318,33.3686,54.3745,1623.0,1881.2,2.08,129.5,80.0,40.25,96.12,4954.0,0,50.0,130932.0,3076891.0,57031463.0,712.9,18.54
S319,31.1685,53.08,1518.0,2134.0,3.2,189.9,118.0,43.48,35.42,9952.0,4,80.0,219076.0,5148296.0,81086944.0,687.2,15.75
S320,31.4636,53.1076,1801.0,2083.1,4.24,31.2,19.0,61.86,67.92,2502.0,4,80.0,34434.0,809191.0,15744280.0,828.6,19.46
S321,33.0717,55.4339,1947.0,1923.2,1.81,38.1,23.0,36.45,15.46,8816.0,2,30.0,38483.0,904356.0,15959486.0,693.9,17.65
S322,32.5916,53.8317,1930.0,2025.3,0.87,371.8,120.0,12.88,115.14,8961.0,8,20.0,211441.0,4968871.0,83924528.0,699.4,16.89
S323,32.441,53.4631,1048.0,1960.0,2.46,59.8,37.0,37.31,149.63,8513.0,8,20.0,63092.0,1482671.0,30942283.0,836.3,20.87
S324,31.5471,53.156,1512.0,2049.0,1.2,246.7,120.0,67.07,77.2,3258.0,4,80.0,213916.0,5027017.0,84932701.0,707.8,16.9
S325,33.0986,53.3115,1273.0,1931.1,2.78,90.2,56.0,37.74,175.78,5128.0,6,20.0,94083.0,2210955.0,44439525.0,793.6,20.1
S326,30.6422,56.0769,1173.0,2188.9,2.76,51.8,32.0,30.17,102.58,9150.0,5,80.0,60939.0,1432066.0,25503437.0,797.0,17.81
S327,31.2068,55.8553,1253.0,2058.7,1.55,38.1,23.0,24.37,42.55,8828.0,1,50.0,41195.0,968073.0,16872337.0,733.6,17.43
S328,32.7165,55.8546,1546.0,1956.5,4.69,105.3,65.0,79.13,59.82,6939.0,2,30.0,110640.0,2600042.0,47997040.0,738.4,18.46
S329,32.0198,56.3024,1496.0,2008.9,1.41,114.9,71.0,86.26,25.19,8723.0,1,50.0,124090.0,2916109.0,51002491.0,718.3,17.49
S330,33.2621,55.7329,1272.0,1944.2,4.51,51.9,32.0,21.17,50.42,9201.0,2,30.0,54127.0,1271973.0,23172839.0,724.2,18.22
S331,31.6908,55.8407,1786.0,2046.1,4.63,55.1,34.0,53.71,20.42,8968.0,1,50.0,60524.0,1422305.0,24084425.0,708.4,16.93
S332,32.0902,52.9685,1268.0,2001.8,0.65,68.3,42.0,91.23,138.43,3924.0,6,20.0,73146.0,1718926.0,35150349.0,836.9,20.45
S333,31.8322,53.32,1481.0,2043.6,0.88,100.5,62.0,87.88,110.31,3273.0,8,20.0,110232.0,2590447.0,47730945.0,769.9,18.43
S334,33.1132,54.9264,996.0,1857.0,1.17,44.9,28.0,22.6,37.66,8388.0,0,50.0,45237.0,1063058.0,19859427.0,709.3,18.68
S335,32.3076,53.7262,1361.0,1975.7,1.32,45.1,28.0,22.64,126.84,9021.0,8,20.0,48128.0,1131009.0,23642177.0,844.4,20.9
S336,31.8156,55.2747,1969.0,2037.5,8.05,97.9,61.0,61.52,48.19,4322.0,7,50.0,108130.0,2541058.0,43906248.0,719.8,17.28
S337,32.2055,53.7211,1435.0,1968.2,3.92,66.8,41.0,32.92,129.85,5395.0,8,20.0,70206.0,1649834.0,32519912.0,793.2,19.71
S338,32.798,53.8434,1402.0,1905.2,6.0,73.9,46.0,34.21,118.02,5030.0,6,20.0,76246.0,1791783.0,35476212.0,771.2,19.8
S339,31.3853,53.9351,1342.0,2098.1,1.98,70.9,44.0,18.28,96.64,6170.0,3,30.0,80315.0,1887409.0,32530027.0,739.3,17.24
S340,31.3539,56.3582,1938.0,2094.5,3.29,36.6,22.0,26.27,67.69,6080.0,1,50.0,40089.0,942085.0,17261252.0,784.6,18.32
S341,33.1865,55.2787,1807.0,1934.1,0.83,176.7,110.0,33.85,22.2,11936.0,2,30.0,185093.0,4349694.0,74278206.0,675.3,17.08
S342,33.219,55.939,1588.0,1911.9,3.51,74.1,46.0,39.91,64.69,3091.0,2,30.0,76514.0,1798085.0,33132111.0,720.3,18.43
S343,32.1457,56.0192,964.0,2009.3,0.92,179.7,112.0,98.5,9.18,9623.0,1,50.0,195786.0,4600976.0,80309181.0,717.0,17.45
S344,33.1154,55.0355,1491.0,1865.1,0.74,76.4,47.0,29.17,28.58,10888.0,0,50.0,76264.0,1792203.0,32292006.0,687.1,18.02
S345,32.9877,55.4482,1318.0,1919.0,1.74,123.4,77.0,45.1,13.66,12768.0,2,30.0,128554.0,3021015.0,52792268.0,685.6,17.48
S346,31.0592,55.55,1768.0,2156.7,3.02,97.2,60.0,57.29,41.35,5755.0,1,50.0,112580.0,2645624.0,42439998.0,707.3,16.04
S347,32.3388,53.9473,1376.0,1944.5,3.67,44.6,27.0,17.58,105.78,9109.0,8,20.0,45676.0,1073393.0,22102937.0,818.6,20.59
S348,31.6024,55.7958,1202.0,2039.2,2.61,169.1,105.0,47.72,11.22,10676.0,1,50.0,186281.0,4377602.0,71682192.0,682.7,16.37
S349,30.9622,54.7067,1910.0,2106.3,2.94,166.5,104.0,69.16,40.35,5778.0,3,30.0,190578.0,4478584.0,73190348.0,703.8,16.34
